bid,longitude,latitude,hours,lid,name,address,postalCode,stars,reviewCount,isOpen
yBqrPgjb_zSq93jAwZeQ,113.3108955,53.5420415,"{Monday:7:015:0,Tuesday:7:015:0,Wednesday:7:015:0,Thursday:7:015:0,Friday:7:015:0,Saturday:7:015:0,Sunday:8:015:0}",518,Toast,"270 Baseline Road, Unit 168",T8H 1R4,4,14,1
0aflm9HXNg8eUAoeWmh9Q,74.92109,39.88028786,"{Monday:0:00:0,Tuesday:11:021:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:022:0,Saturday:11:022:0,Sunday:11:021:0}",348,P.F. Chang's,"500 Route 73 S Spc G1, Spc G1",8053,3,260,1
s_NIeyF8OZTfLQXWfeqNCg,113.497311,53.491939,"{Monday:15:01:0,Tuesday:11:301:0,Wednesday:11:301:0,Thursday:11:301:0,Friday:11:301:0,Saturday:15:01:0,Sunday:15:023:0}",163,The Bothy Wine & Whisky Bar,5482 Calgary Trail,T6H 4J8,4.5,83,1
D_fIFhyVMoHu03GHxBtYMg,119.963583,39.512318,"{Monday:7:022:0,Tuesday:7:022:0,Wednesday:7:022:0,Thursday:7:022:0,Friday:7:00:0,Saturday:7:00:0,Sunday:7:022:0}",474,Bistro 2100,"Boomtown Casino and Hotel, 2100 Garson Rd",89439,2.5,28,0
TlVR0GNI6MsJyS0e74OhnA,82.34082862,27.9236951,"{Monday:6:3014:15,Tuesday:6:3014:15,Wednesday:6:3014:15,Thursday:6:3014:15,Friday:6:3014:15,Saturday:6:3014:15,Sunday:6:3014:15}",579,Canopy Road Cafe  Tampa,10254 Causeway Blvd,33619,4,252,1
oPb4c8JBzYpoyUAvBKgvtA,86.57568351,36.02168752,"{Monday:10:3022:0,Tuesday:10:3022:0,Wednesday:10:3022:0,Thursday:10:3022:0,Friday:10:3023:0,Saturday:10:3023:0,Sunday:11:022:0}",295,Wings On,5159 Murfreesboro Rd,37086,3.5,8,1
DU6kqyen0UMwleT2jRQQFA,74.8808803,40.1364643,,66,Wing Wah Chinese Restaurant,4524 New Falls Rd,19056,3.5,25,1
NVndhVfffw7ScRKviRdRYw,75.0748488,40.1931339,"{Monday:10:022:0,Tuesday:10:022:0,Wednesday:10:022:0,Thursday:10:022:0,Friday:10:023:0,Saturday:10:023:0,Sunday:10:022:0}",634,Roman Delight,255 E Street Rd,18974,3.5,62,0
1HwrC10JhdZ3gihazojBkg,113.5421392,53.6028581,"{Monday:11:022:0,Tuesday:11:022:0,Wednesday:11:022:0,Thursday:11:022:0,Friday:11:022:0,Saturday:11:022:0,Sunday:11:022:0}",163,Pho Du,14012  127 St,T6V 1W4,4,40,1
GIo6CTonm96GbnHqLsw04g,90.0662829,29.9533488,"{Thursday:15:021:0,Friday:15:022:0,Saturday:15:022:0}",399,House of Blues New Orleans,225 Decatur St,70130,3.5,479,1
YaEwp8emNzySed0MKVbOw,86.7098419,36.04723564,"{Monday:17:021:30,Wednesday:17:021:30,Thursday:17:021:30,Friday:17:021:30,Saturday:17:022:30,Sunday:17:021:30}",393,Midori Japanese Korean Restaurant,5628 Nolensville Pike,37211,4,151,1
KmZuIc9o_PL2BW8j_7gy7w,110.9425263,32.2855747,"{Monday:0:00:0,Tuesday:10:022:0,Wednesday:10:022:0,Thursday:10:022:0,Friday:11:018:0,Saturday:17:022:0,Sunday:10:021:0}",606,Reforma Modern Mexican Mezcal + Tequila,"4340 N Campbell Ave, Ste 101",85718,3.5,478,1
95d60_mjUg2kLybhDLC6w,90.1003987,29.9738573,"{Tuesday:11:021:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:022:0,Saturday:11:022:0,Sunday:12:021:0}",399,Theo's Neighborhood Pizza,4024 Canal St,70119,4,144,1
1u_cOXKrpzUSYkAPBhY4Cg,82.717684,28.281027,"{Monday:0:00:0,Tuesday:0:00:0,Wednesday:0:00:0,Thursday:0:00:0,Friday:0:00:0,Saturday:0:00:0,Sunday:0:00:0}",464,Wawa,8519 US 19 North,34668,4.5,11,1
AQqijJEsf2RSSxkOaUm1wA,82.73557686,27.79722256,"{Monday:10:021:0,Tuesday:10:021:0,Wednesday:10:021:0,Thursday:10:021:0,Friday:10:021:0,Saturday:10:021:0,Sunday:11:019:0}",502,Cobbster's Kitchen & Bar,2998 Tyrone Blvd N,33710,4,5,0
XyDZKDITOvci7oBX7USGCg,82.7454353,27.9618776,"{Tuesday:11:022:0,Wednesday:11:022:0,Thursday:11:022:0,Friday:11:023:0,Saturday:11:023:0,Sunday:11:022:0}",111,Daily News Cafe & Restaurant,401 S Belcher Rd,33765,4.5,69,1
vB6RTjuDxOlfh6xWegVt0w,90.2078237,38.607067,"{Monday:11:01:0,Tuesday:11:01:0,Wednesday:11:01:0,Thursday:11:01:0,Friday:11:01:0,Saturday:11:01:0,Sunday:11:00:0}",500,Joanie's Pizzeria,2101 Menard St,63104,4,143,0
WFPHfjWYoqDCMo5P5gniPQ,86.78361813,36.17301746,"{Monday:0:00:0,Wednesday:11:023:0,Thursday:11:023:0,Friday:11:00:0,Saturday:11:00:0,Sunday:11:023:0}",393,Third and Home,919 3rd Ave N,37219,4,19,1
7Xl3HqTzUiWiRa7mwfA,74.8155,39.8775,"{Tuesday:11:020:0,Wednesday:11:020:0,Thursday:11:020:0,Friday:11:021:0,Saturday:11:021:0,Sunday:9:014:0}",355,Izzie's Eatery,"413 Stokes Rd, Ste 3",8055,4,10,0
0MivygP7tD4AWbskqYmMuA,75.54640174,39.8090939,"{Monday:11:3022:0,Tuesday:11:3022:0,Wednesday:11:3022:0,Thursday:11:3022:0,Friday:11:3022:0,Saturday:11:3011:45,Sunday:11:022:0}",670,Taverna,3549 Silverside Rd,19810,3.5,56,1
d0ybsdCs9S9DTDTxuwLbKg,119.8255196,34.4359029,"{Monday:7:021:0,Tuesday:7:021:0,Wednesday:7:021:0,Thursday:7:021:0,Friday:7:021:0,Saturday:7:021:0,Sunday:7:021:0}",222,La Tapatia,5764 Hollister Ave,93117,3,52,1
sNP0PovNW1RQnfDQogOuVQ,74.8389933,40.2426843,"{Monday:11:00:0,Tuesday:11:00:0,Wednesday:11:00:0,Thursday:11:00:0,Friday:11:01:0,Saturday:11:01:0,Sunday:11:00:0}",687,Continental Tavern,2 N Main St,19067,3,222,1
fdKqGhyMll3WpOqJOQaQPw,82.83067982,27.88090627,"{Monday:0:00:0,Tuesday:0:00:0,Wednesday:0:00:0,Thursday:0:00:0,Friday:0:00:0,Saturday:0:00:0,Sunday:0:00:0}",308,McDonald's,13875 Walsingham Rd,33774,1.5,35,1
hDBnGZ40GSYc63GxEmjWVg,86.397007,39.846821,"{Monday:11:022:0,Tuesday:11:022:0,Wednesday:11:022:0,Thursday:11:022:0,Friday:11:023:0,Saturday:11:023:0,Sunday:11:022:0}",71,Noble Roman's Craft Pizza & Pub,"5724 N Green St, Ste 150",46112,3,39,1
hay0mXRcirAgdKWnBblidQ,90.190696,29.965383,,399,Av Tree Farms,1228 Elmwood Park,70123,4,6,1
FGr9mitFCiQYjZhjHGg_w,82.7208,27.820656,"{Monday:12:020:0,Wednesday:12:020:0,Thursday:12:020:0,Friday:12:020:0,Saturday:15:020:0,Sunday:15:020:0}",285,Quikiriki Pollos A La Brasa,6210 54th Ave N,33709,3,8,1
QWF_PoD4PthsYsq2Tk0GEQ,75.2337797,40.2392623,"{Monday:11:021:30,Tuesday:11:021:30,Wednesday:11:021:30,Thursday:11:021:30,Friday:11:022:30,Saturday:11:022:30,Sunday:11:021:30}",413,Eastern Dragon Chinese & Japanese Restaurant,830 Upper State Rd,19454,3.5,93,1
Nltoo7CLKpCzBrCTWr8UsA,75.5472824,40.1409114,"{Monday:11:021:0,Tuesday:11:021:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:022:0,Saturday:11:022:0,Sunday:11:020:0}",447,Joey's II,413 Schuylkill Rd,19460,4,9,0
yVB_QJZ4jvy8R3orhe3u7Q,82.7547979,27.80963,"{Monday:11:022:0,Tuesday:11:022:0,Wednesday:11:022:0,Thursday:11:022:0,Friday:11:023:0,Saturday:11:023:0,Sunday:11:021:0}",553,Outback Steakhouse,4088 Park St N,33709,3,83,0
ZGChyjzwb_buWTT6Wgq7g,75.0287641,40.1024605,"{Monday:11:022:0,Tuesday:11:022:0,Wednesday:11:022:0,Thursday:11:022:0,Friday:11:023:0,Saturday:12:023:0,Sunday:12:022:0}",445,Ahi Sushi,9999 Bustleton Ave,19115,4,122,1
SoiO_OzWB_tjInFXOhew,90.12109998,29.94049263,,399,The Commons,6823 St Charles Ave,70118,2.5,6,1
J2fh7F5wZ9BwjfKbxqQWiw,75.20037,39.954081,"{Monday:0:00:0,Tuesday:0:00:0,Wednesday:0:00:0,Thursday:0:00:0,Friday:0:00:0,Saturday:0:00:0,Sunday:0:00:0}",445,Philly Diner,3901 Walnut St,19104,2,63,0
EeuGoDA0NeE_iPNFAU7Qxg,119.8392449,39.6040597,"{Monday:7:023:0,Tuesday:7:023:0,Wednesday:7:023:0,Thursday:7:023:0,Friday:7:023:0,Saturday:7:023:0,Sunday:7:018:0}",474,Raley's,1075 N Hills Blvd,89506,4,51,1
qVH2TO94JmoBglrSGZLxJg,74.8590969,40.0965797,"{Monday:0:00:0,Tuesday:16:3022:0,Wednesday:16:3022:0,Thursday:16:3022:0,Friday:11:022:30,Saturday:11:022:30,Sunday:12:021:0}",67,Akia Japanese Fusion,407 Mill St,19007,4,23,1
rXROtgLbpHRnkqWfEL6YhQ,90.17901726,29.98094151,"{Monday:5:023:0,Tuesday:5:023:0,Wednesday:5:023:0,Thursday:5:023:0,Friday:5:00:0,Saturday:5:00:0,Sunday:5:023:0}",365,McDonald's,701 Clearview Pkwy,70001,1,12,1
waMeR43MNRlowsLDY02HXA,75.4336078,39.9782949,"{Monday:9:019:0,Tuesday:9:015:30,Wednesday:9:019:0,Thursday:9:015:30,Friday:9:017:30,Saturday:9:012:0,Sunday:9:012:0}",406,Charming Star Playroom,4627 West Chester Pike,19073,4.5,14,1
_3DBgWpzjo_TSNm4jRNiJg,113.4967655,53.49150548,"{Monday:11:00:0,Tuesday:11:00:0,Wednesday:11:00:0,Thursday:11:00:0,Friday:11:01:0,Saturday:11:01:0,Sunday:11:00:0}",163,Chinese Hot Pot Buffet,5420 Calgary Trail NW,T6H 4J8,4.5,52,1
tX_N0x8zhsIOoU8RvY0lQ,75.4375886,39.9770286,"{Monday:11:021:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:021:0,Saturday:11:021:0,Sunday:11:021:0}",406,Aoyama Ramen,4751 W Chester Pike,19073,4.5,45,1
lGwmPQcKEGPIEWKGSoM1kw,74.961747,40.087259,"{Monday:0:00:0,Tuesday:11:3022:0,Wednesday:11:3022:0,Thursday:11:3022:0,Friday:11:3022:0,Saturday:11:3022:0,Sunday:11:3022:0}",445,Hook & Reel Cajun Seafood & Bar,1534 Franklin Mills Cir,19154,3.5,20,1
AbPQR7DfUZOwoUdgSPQSjw,75.2928832,40.2175012,"{Monday:6:022:0,Tuesday:6:022:0,Wednesday:6:022:0,Thursday:6:022:0,Friday:6:022:0,Saturday:6:022:0,Sunday:6:022:0}",306,Park Place Diner,709 Sumneytown Pike,19446,3,78,0
7thhFhWThZj31R13yJU1hw,75.52228,40.045144,"{Monday:7:021:0,Tuesday:7:021:0,Wednesday:7:021:0,Thursday:7:021:0,Friday:9:020:0,Saturday:9:020:0,Sunday:7:021:0}",335,Snap Kitchen,5 S Morehall Rd,19355,4.5,24,0
o0EiKwhFTQMfcVQ9wESHBg,86.0652423,39.9089873,,272,Luca Pizza di Roma,6020 E 82nd St,46250,4.5,10,1
3GD07waps96fB_okEwFqw,113.4456611,53.50651552,"{Monday:11:020:0,Tuesday:11:020:0,Wednesday:11:020:0,Thursday:11:020:0,Friday:11:021:0,Saturday:11:020:0,Sunday:11:020:0}",163,Brits Fish & Chips,6940 77 Street NW,T6E 6V2,3.5,34,1
TkupWfgSwBd_h05HAORDJg,82.70807251,28.01399941,"{Monday:0:00:0,Tuesday:11:022:0,Wednesday:11:022:0,Thursday:11:022:0,Friday:11:023:0,Saturday:11:023:0,Sunday:11:021:0}",111,Bonefish Grill,2519 Mcmullen Booth Rd,33761,3.5,207,1
4ejnTeRzv8z102DBIWjQLg,119.7049189,34.4252245,"{Monday:16:3021:30,Tuesday:16:3021:30,Wednesday:16:3021:30,Thursday:16:3021:30,Friday:16:3021:30,Saturday:16:3021:30,Sunday:16:3021:30}",507,Ca' Dario Pizzeria,29 E Victoria St,93101,4,121,0
5do_HLD3bwfYIJq0nOOPA,90.47566865,38.68204467,"{Monday:11:4519:0,Tuesday:11:4519:0,Wednesday:11:4519:0,Thursday:11:4519:0,Friday:11:4520:0,Sunday:12:018:0}",128,Gobble STOP Smokehouse,1227 Castillon Arcade Plz,63141,4.5,316,1
ep8X3Fx2oXW9pE5bkdACGQ,86.764705,36.1733238,,393,Otter's Chicken Tenders,507 Main St,37206,3.5,5,0
ZZzu1plg7wqgWfh4XfVLQ,110.9774644,32.2724358,,606,Hogie House,3608 N Oracle Rd,85705,3.5,10,0
E7W2rjNXy9UF0trIEtqLDA,86.61415167,36.29800942,"{Wednesday:11:021:0,Thursday:11:021:0,Friday:11:022:0,Saturday:11:022:0,Sunday:11:021:0}",252,Moby Dicky's,155 Sanders Ferry Rd,37075,4,273,1
w2XdjBApTWZowED4vwilpA,110.8439763,32.2197008,"{Monday:0:00:0,Tuesday:11:018:0,Wednesday:11:018:0,Thursday:11:018:0,Friday:11:015:0,Saturday:11:020:0}",606,Holy Smokin Butts BBQ,6940 E Broadway Blvd,85710,4.5,404,1
OwCMQRtsLZKGjD7ooYm0MQ,116.352933,43.69121543,"{Monday:0:00:0,Tuesday:10:3021:0,Wednesday:10:3021:0,Thursday:10:3020:0,Friday:10:3021:0,Saturday:10:3021:0,Sunday:11:021:0}",147,Cafe Rio Mexican Grill,396 S Eagle Rd,83616,2,73,1
1CiGi9hkhE030agENisRw,82.2856519,27.9802869,"{Monday:7:017:0,Tuesday:7:017:0,Wednesday:7:017:0,Thursday:7:017:0,Friday:7:017:0,Saturday:7:017:0,Sunday:8:013:0}",512,La Guantanamera Restaurant,"1812 S Parson Ave, Ste 102",33584,4.5,8,1
gjfl7y0kNye_bvKZfJSzRg,113.6134306,53.5536286,"{Tuesday:10:3020:30,Wednesday:10:3020:30,Thursday:10:3020:30,Friday:10:3020:30,Saturday:10:3020:30,Sunday:10:3020:30}",163,Pho Hoan Pasteur,16948 107 Avenue NW,T5P 4C3,4,11,1
zG3ijcNz5_KyxQb3w29OZg,75.78960434,39.9885106,"{Monday:5:023:0,Tuesday:5:023:0,Wednesday:5:023:0,Thursday:5:023:0,Friday:5:00:0,Saturday:5:00:0,Sunday:5:023:0}",115,McDonald's,1820 E Lincoln Hwy,19320,1.5,9,1
dQ4xpCqmRTRdM9TQnQfpMg,86.69115996,36.30412305,"{Monday:6:023:0,Tuesday:6:023:0,Wednesday:6:023:0,Thursday:6:023:0,Friday:6:020:0,Saturday:10:3023:59,Sunday:6:023:0}",332,Burger King,2104 N Gallatin Pike,37115,3.5,7,1
KcbePxiyhKuOXiDkJnfzg,113.49151,53.517707,"{Monday:19:00:0,Tuesday:19:01:0,Wednesday:19:01:0,Thursday:19:02:0,Friday:19:02:0,Saturday:17:02:0,Sunday:16:02:0}",163,Wunderbar Hofbrauhaus,8120 101 Street,T6E 3Y9,4,13,0
GHyDxIg0pTVsVY_soTxiow,75.45128627,39.84878094,"{Monday:6:023:0,Tuesday:6:023:0,Wednesday:6:023:0,Thursday:6:023:0,Friday:6:00:0,Saturday:6:00:0,Sunday:6:023:0}",56,Sage Diner,4400 Chichester Ave,19061,3.5,36,1
9WY5jCB2IjnOizmgzwOeBA,74.9684729,39.9417239,"{Monday:9:3019:30,Tuesday:9:3019:30,Wednesday:9:3019:30,Thursday:9:3019:30,Friday:9:3019:30,Saturday:9:3019:30,Sunday:10:3019:30}",342,Freshii,450 S Lenola Rd,8052,5,5,0
JUm2CnbtlOiZ8RyaYqnB7Q,75.15637448,40.07529168,"{Monday:7:00:0,Tuesday:7:00:0,Wednesday:7:00:0,Thursday:6:019:0,Friday:7:00:0,Saturday:6:00:0,Sunday:6:00:0}",683,ShopRite of Cheltenham,2471 W Cheltenham Ave,19095,3,39,1
nDUL9nM3i6UAg1AGNhMpbQ,82.8070611,27.9164121,"{Monday:0:00:0,Tuesday:16:021:30,Wednesday:15:021:30,Thursday:16:021:30,Friday:16:021:30,Saturday:16:021:30,Sunday:15:021:30}",308,Amici Italian Eatery,"1901 W Bay Dr, Ste A1",33770,4,125,1
gFNk1EEzqZ89cxykQP6MCA,90.23907065,30.02574689,"{Monday:11:022:0,Tuesday:11:022:0,Wednesday:11:022:0,Thursday:11:022:0,Friday:11:022:0,Saturday:11:022:0,Sunday:11:022:0}",283,Ted's Smokehouse BBQ,3809 Williams Blvd,70065,3.5,50,1
u0KaDn1uAcShwTobRHpPng,75.713346,39.846089,"{Monday:7:021:0,Tuesday:7:021:0,Wednesday:7:021:0,Thursday:7:021:0,Friday:7:022:0,Saturday:7:022:0,Sunday:7:021:0}",286,The Market at Liberty Place,148 W State St,19348,3.5,29,1
Tfez9ZWvwBNxeQ50AAeLXg,75.15273381,39.94192757,,445,China House,616 South St,19147,3.5,30,0
qDoCzQxqKBYYlijWgv2TvQ,75.1233779,40.0451589,"{Monday:11:00:0,Tuesday:11:00:0,Wednesday:11:00:0,Thursday:11:00:0,Friday:11:01:0,Saturday:11:01:0,Sunday:12:023:0}",445,Papa Nick's Pizza,199 W Godfrey Ave,19120,2.5,48,1
0QsG8XsmzjmQH5lez5A,119.7039262,34.4234706,"{Tuesday:11:015:0,Thursday:17:019:0,Friday:11:015:0,Saturday:11:016:0,Sunday:11:016:0}",507,Museum Cafe,1130 State St,93101,4.5,22,0
vBxlK7iOH9klZsgz2dUzA,90.053495,38.546817,,34,Moore's Restaurant,7309 Old Saint Louis Rd,62223,3.5,22,1
2jbADqgNvcVjjdxdEetrg,82.3038722,27.9380705,"{Monday:10:00:0,Tuesday:10:00:0,Wednesday:10:00:0,Thursday:10:00:0,Friday:10:00:0,Saturday:10:00:0,Sunday:10:00:0}",59,Taco Bell,1350 W. Brandon Blvd,33511,2.5,13,1
ViWlWxiCPd9DoxOKOtLyQ,86.185215,39.912719,"{Monday:0:00:0,Tuesday:11:020:0,Wednesday:11:00:0,Thursday:11:020:0,Friday:11:019:0,Saturday:11:00:0,Sunday:11:020:0}",272,Applebee's Grill + Bar,"1436 West 86th St, North Willow Commons, North Willow Commons",46260,2,52,1
PmUbHt0UCum612IXCSAYFQ,86.1400877,39.6550426,"{Monday:5:05:0,Tuesday:5:05:0,Wednesday:5:05:0,Thursday:5:05:0,Friday:5:05:0,Saturday:5:05:0,Sunday:5:05:0}",272,White Castle,7630 Shelby St,46142,3.5,11,1
6HNszS8BiN0YnZo0EARcg,86.4703732,36.3765682,"{Monday:10:023:0,Tuesday:10:023:0,Wednesday:10:023:0,Thursday:10:00:0,Friday:10:01:0,Saturday:10:01:0,Sunday:10:023:0}",202,Wendy's,927 Nashville Pike,37066,3,8,1
oF3QPsczR9ZiXPK89tdJaA,82.481491,28.025082,"{Monday:17:021:30,Tuesday:17:021:30,Wednesday:17:021:30,Thursday:17:021:30,Friday:17:021:30,Saturday:17:021:30,Sunday:17:021:30}",579,Yummy House,2202 W Waters Ave,33604,4,372,0
XP1dtWjQgFw9hioLBOwgw,113.514571,53.4545281,"{Monday:16:021:0,Tuesday:16:021:0,Wednesday:16:021:0,Thursday:16:021:0,Friday:16:022:0,Saturday:16:022:0,Sunday:16:021:0}",163,Bistecca Italian Steakhouse Wine Bar,2345 111 Street NW,T6J,4,56,1
q2_iNoyvPrT2pUElUJPzBg,113.6237629,53.5386953,"{Monday:11:021:0,Tuesday:11:021:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:021:0,Saturday:11:021:0,Sunday:11:021:0}",163,Soda Jerks Burgers & Bottles,17520 100th Avenue,T5S 2S2,3.5,113,0
q7Ofe_Oeh5gnSqynB906_g,75.1697575,39.9443093,"{Monday:0:00:0,Tuesday:11:022:0,Wednesday:11:022:0,Thursday:11:022:0,Friday:11:023:0,Saturday:11:023:0,Sunday:11:021:30}",445,Tico's Tacos Tex Mex,1627 South St,19146,4,66,1
FNufNXHffHXRUhIqXWNoCQ,75.5538569,39.7318715,"{Monday:11:022:0,Tuesday:11:022:0,Wednesday:11:022:0,Thursday:11:022:0,Friday:11:022:0,Saturday:11:022:0,Sunday:11:022:0}",670,BOBO's Mediterranean Grill & Buffet,429 S Walnut St,19801,3,11,0
KFE9t2zitAXUpe115tP9JQ,86.51524287,36.16139317,"{Monday:10:3022:0,Tuesday:10:3022:0,Wednesday:10:3022:0,Thursday:10:3022:0,Friday:10:3022:30,Saturday:10:3022:30,Sunday:10:3021:0}",378,Mi Casa Mexican Grill,649 S Mt Juliet Rd,37122,3.5,26,0
RLlOK2fL6xU1sfIPiP2QBw,90.069806,29.955347,"{Monday:0:00:0,Tuesday:11:022:0,Wednesday:11:022:0,Thursday:11:022:0,Friday:11:022:0,Saturday:11:022:0,Sunday:11:022:0}",399,Deanie's Seafood,841 Iberville St,70112,3.5,2473,1
UI396ToWHWXcDmILMclWcg,75.5616609,39.7578594,,603,Cantina di Napoli,7 Trolley Sq,19806,4,33,0
YxZJXr_aOie6OLk9C6zA,90.1090495,30.0050572,"{Monday:0:00:0,Tuesday:7:014:0,Wednesday:7:014:0,Thursday:7:014:0,Friday:7:014:0,Saturday:7:014:0,Sunday:7:014:0}",399,Another Broken Egg Cafe,607 Harrison Ave,70124,3.5,359,1
G6BsgXWHqddvbGKS1NcyA,90.2029787,29.9572432,"{Monday:0:00:0,Tuesday:7:015:0,Wednesday:7:015:0,Thursday:7:015:0,Friday:7:015:0,Saturday:9:014:30}",399,Hickory Cafe & Grill,1313 Hickory Ave,70123,4,57,1
XkfH7V4sy1bUSjLVR8E7gg,86.262559,39.797801,"{Monday:11:022:0,Tuesday:11:022:0,Wednesday:11:022:0,Thursday:11:022:0,Friday:11:023:0,Saturday:11:023:0,Sunday:11:022:0}",272,Grindstone Charley's,5822 Crawfordsville Rd,46224,3.5,45,0
JJY3NwByusaxoZ8RbW9wqA,113.489608,53.467058,"{Monday:9:020:30,Tuesday:9:020:30,Wednesday:9:020:30,Thursday:9:020:30,Friday:9:020:30,Saturday:9:020:30,Sunday:9:020:30}",163,Al Salam Bakery and Restaurant,10141 34 Avenue NW,T6E 6J8,4.5,71,1
4yBncLTAiYMFB3iXF1wYKQ,86.197956,39.765822,,272,Birrieria Andrade Estilo Jalisco,2135 W Washington St,46222,3.5,6,1
sYRNtW049aogQi_NjMFSJw,113.474585,53.570675,"{Tuesday:11:3020:0,Wednesday:11:3020:0,Thursday:11:3020:0,Friday:11:3021:0,Saturday:11:3021:0}",163,El Rancho Spanish Restaurant,11810 87th Street NW,T5B 3M9,3.5,54,0
oApZNJtRz5TYSQq4eshsSw,75.28912574,40.0953638,"{Monday:11:019:0,Tuesday:11:019:0,Wednesday:11:019:0,Thursday:11:019:0,Friday:11:019:0,Saturday:11:017:0}",125,Saladworks,"200 W Ridge Pike, Ste 101, Plymouth Square Shopping Ctr",19428,2,27,1
rASuqLwbsV25f8BHWpRCA,75.1581895,39.9590027,"{Monday:6:3015:0,Tuesday:6:3015:0,Wednesday:6:3015:0,Thursday:6:3015:0,Friday:6:3015:0}",445,Billy G's Luncheonette,345 N 12th St,19107,4.5,8,0
snguCYg0ierKRuUTxCDH7w,90.0652064,29.9593348,"{Monday:13:01:0,Tuesday:13:01:0,Wednesday:13:01:0,Thursday:13:01:0,Friday:13:02:0,Saturday:13:02:0,Sunday:13:01:0}",399,Fritzel's European Jazz Pub,733 Bourbon St,70116,4.5,432,1
rU0d2tSV3D0lGaPMlt4cYg,74.93163821,39.90013382,"{Monday:15:022:0,Tuesday:16:022:0,Wednesday:16:022:0,Thursday:16:022:0,Friday:16:022:0,Saturday:11:022:0,Sunday:11:022:0}",348,Fleming’s Prime Steakhouse & Wine Bar,"500 Route 73 N, Ste 1",8053,4,199,1
4pr_3K160BXED1w5_s8NA,90.4323159,38.7556594,"{Monday:11:021:0,Tuesday:11:021:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:021:30,Saturday:7:021:30,Sunday:8:021:0}",65,Ponderosa Steak House,12450 Saint Charles Rock Rd,63044,2.5,10,0
VHKG5Wro7ozuPdKl4pajbA,86.8187272,36.1031403,"{Monday:8:022:0,Tuesday:8:022:0,Wednesday:8:022:0,Thursday:8:022:0,Friday:8:022:0,Saturday:8:022:0,Sunday:8:022:0}",393,The Grill at Green Hills  Whole Foods Grill,4021 Hillsboro Pike,37215,3.5,16,1
EmN85_ePa8uogLdjN0g6Gw,90.39378315,38.5570445,"{Monday:5:023:0,Tuesday:5:023:0,Wednesday:5:023:0,Thursday:5:023:0,Friday:5:00:0,Saturday:6:00:0,Sunday:6:023:0}",127,McDonald's,9915 Watson Rd,63126,2.5,18,1
_o9JRHHg4pdXXlLD3k1w,82.44748796,27.95115312,"{Monday:16:00:0,Tuesday:16:00:0,Wednesday:11:00:0,Thursday:11:00:0,Friday:11:03:0,Saturday:10:03:0,Sunday:10:00:0}",579,City Dog Cantina,"1208 E Kennedy Blvd, Ste 114",33602,3,144,1
Pa6WMxnBncXP4ZnFXeYww,75.0167746,40.1189414,"{Monday:8:021:0,Tuesday:8:023:0,Wednesday:8:023:0,Thursday:8:023:0,Friday:8:019:0,Saturday:12:021:0,Sunday:8:020:0}",445,NetCost Market,11701 Bustleton Ave,19116,4,63,1
GEL_vUHipc20TvmIRh33Q,75.6314923,40.034365,"{Monday:0:00:0,Tuesday:7:014:30,Wednesday:7:014:30,Thursday:7:014:30,Friday:7:014:30,Saturday:7:014:30,Sunday:7:014:30}",175,First Watch,303 North Pottstown Pike,19341,3.5,109,1
sjWf71VmU5HIwqX8RGCLJw,119.7039637,34.42185991,"{Monday:16:3022:0,Tuesday:16:3022:0,Wednesday:16:3022:0,Thursday:16:3022:0,Friday:16:3022:0,Saturday:16:3022:0,Sunday:16:3022:0}",507,Riviera Bar,20 W Figueroa St,93101,4.5,22,1
AYx_fO1tdHWIqy6jtVXWaA,75.1117767,39.7147546,"{Tuesday:10:021:0,Wednesday:10:021:0,Thursday:10:021:0,Friday:10:021:0,Saturday:10:021:0,Sunday:10:021:0}",210,El Mariachi,512 Delsea Dr N,8028,4,115,1
oTTx4ObLjOWVCtGXU_8AUw,75.15705191,39.91396571,"{Monday:12:022:30,Tuesday:12:022:30,Wednesday:12:022:30,Thursday:12:022:30,Friday:12:023:30,Saturday:12:023:30,Sunday:12:022:30}",445,K Pot South Philly,330 W Oregon Ave,19148,4,71,1
zuJmP1Uh8txOpGdwzZDOiQ,74.7832154,40.269464,"{Monday:8:021:0,Tuesday:8:021:0,Wednesday:8:021:0,Thursday:8:021:0,Friday:8:021:0,Saturday:9:021:0,Sunday:9:021:0}",173,Panera Bread,900 Lion Rd,8638,2,57,1
0l3rta_iJ8Jg59FD3v0huA,119.8125088,39.5199055,"{Monday:0:00:0,Wednesday:11:3021:0,Thursday:11:3021:0,Friday:11:3022:0,Saturday:11:3022:0,Sunday:11:3021:0}",474,Pizzeria Lupo,190 W California Ave,89501,4,62,1
n2tc4WhZHqZgTiwjEbyLOQ,86.1960968,39.6048274,"{Monday:10:300:0,Tuesday:10:300:0,Wednesday:10:300:0,Thursday:10:300:0,Friday:10:301:0,Saturday:10:301:0,Sunday:10:300:0}",231,Domino's Pizza,4979 W. Smith Valley  Rd,46142,3,13,1
